0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,label
-0.17584643259766364,1176.650423728814,0.5610231960874137,0.7492195121723731,0.6982820266578016,0.0051269531237483025,0.002197265624463558,0.002197265624463558,0.002929687499284744,0.002929687499284744,0.0031738281242251394,0.0034179687491655347,0.008789062497854232,0.01416015624654293,0.019287109370291232,0.02514648436886072,0.033935546866714954,0.019287109370291232,0.06689453123366833,0.020751953119933605,0.057373046860992906,0.010742187497377395,0.049560546862900255,0.0065917968733906745,0.0065917968733906745,0.006103515623509884,0.008056640623033046,0.0034179687491655347,0.010009765622556208,0.5932617186051606,0.018066406245589254,43.8251953125,12.058783833371342,45.0,46.0,31.603759765625,49.92999469887602,16.0,16.0,38.7099609375,47.807938491541066,23.0,25.0,34.874755859375,35.181640625,2,1
-0.015736917705970667,573.7510593220338,0.052472875652824554,0.20571735698011456,0.3878732721207512,0.021728515619695184,0.009765624997615813,0.011230468747258186,0.017089843745827674,0.014404296871483325,0.018554687495470047,0.021728515619695184,0.03271484374201297,0.04003906249022483,0.04882812498807907,0.055175781236529345,0.06127929686003923,0.059814453110396855,0.08154296873009204,0.041748046864807604,0.050048828112781045,0.03417968749165535,0.03540039061635732,0.01611328124606609,0.012939453121840952,0.012939453121840952,0.011230468747258186,0.012939453121840952,0.011474609372198581,0.08789062497854232,0.17919921870625016,126.288330078125,36.3292186736506,128.0,145.0,138.8505859375,26.765522651009025,128.0,142.0,143.029296875,25.667516578705374,134.0,143.0,137.934814453125,139.59912109375,2,0
0.006508278885114304,1873.6472457627115,0.37011108180127383,0.596130319086951,0.614307267194274,0.007080078123271465,0.005859374998569488,0.006347656248450279,0.0039062499990463254,0.005371093748688697,0.0039062499990463254,0.004882812498807907,0.008544921872913837,0.01416015624654293,0.019531249995231627,0.031005859367430208,0.03564453124129772,0.01611328124606609,0.10009765622556209,0.03173828124225139,0.06665039060872793,0.02026367187005281,0.06005859373533725,0.012207031247019768,0.01098632812231779,0.008544921872913837,0.011474609372198581,0.011230468747258186,0.009277343747735024,0.4064941405257582,0.0886230468533635,48.011474609375,24.174245705765355,46.0,49.0,34.951171875,54.35360173957388,15.0,18.0,34.735107421875,54.33188752329454,16.0,16.0,35.784912109375,36.831787109375,3,0
0.1924105863843651,1822.2314618644066,0.01578243189354646,0.05129896988298218,0.47284924760832975,0.0261230468686223,0.015624999996185301,0.015136718746304512,0.021240234369814395,0.023925781244158742,0.024169921869099137,0.02050781249499321,0.03247070311707258,0.043701171864330764,0.05712890623605251,0.06713867185860872,0.06372070310944318,0.07910156248068809,0.07153320310753583,0.07128906248259544,0.06127929686003923,0.04150390623986721,0.026855468743443488,0.018798828120410442,0.013671874996662139,0.007812499998092651,0.010009765622556208,0.008056640623033046,0.006103515623509884,0.023193359369337557,0.14990234371340275,110.2802734375,46.65363419412235,89.0,138.0,141.985107421875,43.47785359031069,113.0,163.0,102.99755859375,52.47977655406448,71.0,114.0,125.61328125,128.332763671875,3,0
-0.16072256145726704,1616.9186970338983,0.19359988691258226,0.44835538295715405,0.681263495295627,0.011962890622079371,0.012207031247019768,0.011230468747258186,0.007812499998092651,0.007568359373152256,0.009033203122794627,0.009521484372675419,0.019531249995231627,0.023925781244158742,0.030517578117549418,0.042724609364569184,0.04565429686385393,0.02929687499284744,0.12866210934358835,0.04516601561397314,0.06372070310944318,0.033935546866714954,0.05395507811182737,0.01684570312088728,0.015624999996185301,0.009277343747735024,0.010742187497377395,0.008544921872913837,0.013183593746781349,0.21582031244730948,0.12353515621984004,49.513671875,27.784761599523108,39.0,53.0,37.0849609375,56.57587556283684,12.0,18.0,43.86328125,54.99739748259365,16.0,32.0,39.476318359375,41.034912109375,2,0
0.3823294326325971,1567.0908368644066,0.03011683002850662,0.12954456244489704,0.5697365832454491,0.02197265624463558,0.012939453121840952,0.01684570312088728,0.020019531245112417,0.023193359369337557,0.021728515619695184,0.022216796869575974,0.0363769531161189,0.04809570311325788,0.048339843738198274,0.05590820311135053,0.061035156235098836,0.05712890623605251,0.07202148435741662,0.06372070310944318,0.04663085936361551,0.038085937490701674,0.022949218744397162,0.01733398437076807,0.018066406245589254,0.015869140621125696,0.009765624997615813,0.008544921872913837,0.009521484372675419,0.038085937490701674,0.1936035155777335,89.9482421875,36.04536471202081,81.0,103.0,101.900146484375,43.90417632979,75.0,110.0,56.143798828125,56.978983546897844,27.0,50.0,85.658447265625,88.238525390625,3,0
0.0773907687940967,2639.470868644068,0.015191440673593109,0.054636414627915415,0.47033952804088863,0.021240234369814395,0.01098632812231779,0.012939453121840952,0.017089843745827674,0.019531249995231627,0.023193359369337557,0.02563476561874151,0.027587890618264672,0.034423828116595744,0.050537109362661835,0.08203124997997284,0.09472656247687339,0.1098632812231779,0.09716796872627734,0.0727539062322378,0.04614257811373472,0.03320312499189377,0.027099609368383883,0.023437499994277952,0.017089843745827674,0.010253906247496605,0.007812499998092651,0.00366210937410593,0.00366210937410593,0.013183593746781349,0.11474609372198581,91.713623046875,49.66875403020086,56.0,126.0,106.05419921875,55.16427430956504,68.0,128.0,92.229736328125,52.787098222933835,60.0,106.0,99.34326171875,101.52490234375,5,4
-0.07722421766231015,1361.290783898305,0.1672736452554027,0.4771480425257851,0.7538080989535614,0.01464843749642372,0.009277343747735024,0.01464843749642372,0.008789062497854232,0.010009765622556208,0.01098632812231779,0.0065917968733906745,0.01684570312088728,0.0261230468686223,0.030029296867668625,0.033447265616834164,0.04052734374010562,0.02832031249308586,0.08276367185479402,0.031005859367430208,0.06005859373533725,0.026611328118503093,0.051025390612542625,0.01831054687052965,0.01416015624654293,0.012939453121840952,0.013671874996662139,0.013671874996662139,0.01733398437076807,0.25317382806318994,0.15502929683715103,66.1201171875,35.07041223095,56.0,70.0,57.509521484375,58.85751388388177,29.0,39.0,62.5703125,55.55847002310803,37.0,46.0,58.845703125,60.89501953125,4,0
0.03476360111712862,1240.0953389830509,0.5738117529099402,0.7615563369385355,0.6973544531369528,0.0026855468743443487,0.00048828124988079067,0.0065917968733906745,0.006347656248450279,0.004150390623986721,0.004638671873867512,0.004638671873867512,0.009521484372675419,0.013671874996662139,0.017089843745827674,0.023437499994277952,0.02929687499284744,0.015136718746304512,0.0939941406020522,0.01977539062017202,0.06372070310944318,0.015869140621125696,0.055664062486410135,0.007812499998092651,0.008056640623033046,0.0034179687491655347,0.005371093748688697,0.005859374998569488,0.006103515623509884,0.5424804686175584,0.03417968749165535,35.743896484375,10.763145435287935,35.0,36.0,29.3583984375,50.18523274546256,14.0,14.0,28.085205078125,49.95695721397608,12.0,13.0,29.412353515625,29.729248046875,2,2
-0.041415643923897766,2077.6779661016944,0.04525658177090502,0.1678130814877992,0.6916635395240923,0.022705078119456767,0.023193359369337557,0.022216796869575974,0.021240234369814395,0.017089843745827674,0.014892578121364115,0.017578124995708464,0.03198242186719179,0.03686523436599969,0.046874999988555904,0.04931640623795986,0.06225585935980081,0.0471191406134963,0.06127929686003923,0.04516601561397314,0.03955078124034404,0.031494140617311,0.027587890618264672,0.01733398437076807,0.01733398437076807,0.012451171871960163,0.01098632812231779,0.015624999996185301,0.017089843745827674,0.06420898435932397,0.22656249994468688,77.37744140625,47.19864954057052,51.0,95.0,75.01123046875,62.54174286377916,29.0,98.0,77.803955078125,61.08041649562675,38.0,101.0,72.941650390625,79.2685546875,4,0
